customer_index,monthly_charges,tenure,segment,churn_probability,actual_churn,clv,retention_cost,action,reason,roi
3090,53.5,1,Low Value,0.7732,1,1230.5,30,💌 Low Priority — Send retention voucher,CLV ($1230.5) > Retention Cost ($30) → ROI = $1200.5,1200.5
3537,53.65,25,Low Value,0.1172,0,321.9,30,✅ No Action,Low churn risk — customer is stable,
6847,55.95,18,Low Value,0.2423,0,335.7,30,✅ No Action,Low churn risk — customer is stable,
6656,23.55,48,Mid Value,0.0046,0,141.3,60,✅ No Action,Low churn risk — customer is stable,
2760,20.65,26,Mid Value,0.0028,0,123.9,60,✅ No Action,Low churn risk — customer is stable,
3682,69.1,1,Low Value,0.979,1,1589.3,30,💌 Low Priority — Send retention voucher,CLV ($1589.3) > Retention Cost ($30) → ROI = $1559.3,1559.3
4933,57.2,4,Low Value,0.9429,0,1144.0,30,💌 Low Priority — Send retention voucher,CLV ($1144.0) > Retention Cost ($30) → ROI = $1114.0,1114.0
3312,20.3,1,Low Value,0.5522,0,466.9,30,💌 Low Priority — Send retention voucher,CLV ($466.9) > Retention Cost ($30) → ROI = $436.9,436.9
5003,74.35,11,Low Value,0.4319,1,966.55,30,✅ No Action,Low churn risk — customer is stable,
3448,61.45,4,Low Value,0.0467,1,1229.0,30,✅ No Action,Low churn risk — customer is stable,
654,19.65,8,Low Value,0.2601,1,314.4,30,✅ No Action,Low churn risk — customer is stable,
2493,90.75,6,Low Value,0.9426,0,1633.5,30,💌 Low Priority — Send retention voucher,CLV ($1633.5) > Retention Cost ($30) → ROI = $1603.5,1603.5
4216,92.0,72,High Value,0.0008,0,552.0,100,✅ No Action,Low churn risk — customer is stable,
5721,52.85,27,Mid Value,0.0037,0,317.1,60,✅ No Action,Low churn risk — customer is stable,
2888,71.0,1,Low Value,0.8081,1,1633.0,30,💌 Low Priority — Send retention voucher,CLV ($1633.0) > Retention Cost ($30) → ROI = $1603.0,1603.0
3099,20.15,17,Mid Value,0.0241,0,141.05,60,✅ No Action,Low churn risk — customer is stable,
2742,68.75,66,High Value,0.0172,0,412.5,100,✅ No Action,Low churn risk — customer is stable,
4781,19.5,53,Mid Value,0.0399,0,117.0,60,✅ No Action,Low churn risk — customer is stable,
7024,84.8,44,Low Value,0.3552,0,508.8,30,✅ No Action,Low churn risk — customer is stable,
2982,20.85,52,Mid Value,0.0428,0,125.1,60,✅ No Action,Low churn risk — customer is stable,
3547,90.05,70,High Value,0.0145,0,540.3,100,✅ No Action,Low churn risk — customer is stable,
4275,25.75,1,Low Value,0.5983,0,592.25,30,💌 Low Priority — Send retention voucher,CLV ($592.25) > Retention Cost ($30) → ROI = $562.25,562.25
3803,94.1,61,High Value,0.1719,1,564.6,100,✅ No Action,Low churn risk — customer is stable,
3287,100.95,19,Low Value,0.3972,1,504.75,30,✅ No Action,Low churn risk — customer is stable,
164,20.6,11,Mid Value,0.0211,0,267.8,60,✅ No Action,Low churn risk — customer is stable,
2868,85.75,26,Low Value,0.5006,0,514.5,30,💌 Low Priority — Send retention voucher,CLV ($514.5) > Retention Cost ($30) → ROI = $484.5,484.5
1546,19.85,60,Mid Value,0.0244,0,119.1,60,✅ No Action,Low churn risk — customer is stable,
5943,84.85,1,Low Value,0.8931,1,1951.55,30,💌 Low Priority — Send retention voucher,CLV ($1951.55) > Retention Cost ($30) → ROI = $1921.55,1921.55
6393,92.4,26,Low Value,0.7367,0,554.4,30,💌 Low Priority — Send retention voucher,CLV ($554.4) > Retention Cost ($30) → ROI = $524.4,524.4
4139,80.5,24,Low Value,0.6934,0,483.0,30,💌 Low Priority — Send retention voucher,CLV ($483.0) > Retention Cost ($30) → ROI = $453.0,453.0
6898,100.05,22,High Value,0.6097,0,200.1,100,📞 High Priority — Personal call + 20% discount,CLV ($200.1) > Retention Cost ($100) → ROI = $100.1,100.1
6974,98.85,51,High Value,0.8186,0,593.1,100,📞 High Priority — Personal call + 20% discount,CLV ($593.1) > Retention Cost ($100) → ROI = $493.1,493.1
5412,85.55,61,High Value,0.0093,0,513.3,100,✅ No Action,Low churn risk — customer is stable,
5066,54.3,44,Mid Value,0.2018,0,325.8,60,✅ No Action,Low churn risk — customer is stable,
936,80.85,0,Low Value,0.3809,0,1940.4,30,✅ No Action,Low churn risk — customer is stable,
5119,75.65,5,Low Value,0.3519,0,1437.35,30,✅ No Action,Low churn risk — customer is stable,
3906,78.8,1,Low Value,0.9833,1,1812.4,30,💌 Low Priority — Send retention voucher,CLV ($1812.4) > Retention Cost ($30) → ROI = $1782.4,1782.4
3394,61.55,26,Low Value,0.3377,0,369.3,30,✅ No Action,Low churn risk — customer is stable,
2650,84.35,15,Low Value,0.306,0,759.15,30,✅ No Action,Low churn risk — customer is stable,
3763,80.35,4,Low Value,0.6575,1,1607.0,30,💌 Low Priority — Send retention voucher,CLV ($1607.0) > Retention Cost ($30) → ROI = $1577.0,1577.0
4733,84.6,12,Low Value,0.7746,0,1015.2,30,💌 Low Priority — Send retention voucher,CLV ($1015.2) > Retention Cost ($30) → ROI = $985.2,985.2
6339,49.9,1,Low Value,0.3366,1,1147.7,30,✅ No Action,Low churn risk — customer is stable,
4390,57.95,22,Low Value,0.1146,0,115.9,30,✅ No Action,Low churn risk — customer is stable,
2919,49.65,49,Mid Value,0.1377,0,297.9,60,✅ No Action,Low churn risk — customer is stable,
5592,19.75,13,Mid Value,0.0086,0,217.25,60,✅ No Action,Low churn risk — customer is stable,
1738,90.55,66,High Value,0.0475,0,543.3,100,✅ No Action,Low churn risk — customer is stable,
866,39.0,62,Mid Value,0.0151,0,234.0,60,✅ No Action,Low churn risk — customer is stable,
700,63.3,66,High Value,0.0122,0,379.8,100,✅ No Action,Low churn risk — customer is stable,
3905,35.2,3,Low Value,0.5056,1,739.2,30,💌 Low Priority — Send retention voucher,CLV ($739.2) > Retention Cost ($30) → ROI = $709.2,709.2
1289,68.8,63,High Value,0.0367,0,412.8,100,✅ No Action,Low churn risk — customer is stable,
2568,19.35,15,Mid Value,0.007,0,174.15,60,✅ No Action,Low churn risk — customer is stable,
2783,94.1,43,Low Value,0.4585,0,564.6,30,✅ No Action,Low churn risk — customer is stable,
1775,109.05,65,High Value,0.472,0,654.3,100,✅ No Action,Low churn risk — customer is stable,
2729,85.7,2,Low Value,0.9898,1,1885.4,30,💌 Low Priority — Send retention voucher,CLV ($1885.4) > Retention Cost ($30) → ROI = $1855.4,1855.4
4061,50.1,14,Low Value,0.1815,0,501.0,30,✅ No Action,Low churn risk — customer is stable,
1586,109.05,68,High Value,0.103,0,654.3,100,✅ No Action,Low churn risk — customer is stable,
5551,19.6,20,Low Value,0.0569,0,78.4,30,✅ No Action,Low churn risk — customer is stable,
2333,65.2,57,Low Value,0.0214,0,391.2,30,✅ No Action,Low churn risk — customer is stable,
405,19.8,72,Mid Value,0.0008,0,118.8,60,✅ No Action,Low churn risk — customer is stable,
3067,84.4,6,Low Value,0.7862,1,1519.2,30,💌 Low Priority — Send retention voucher,CLV ($1519.2) > Retention Cost ($30) → ROI = $1489.2,1489.2
163,73.9,53,High Value,0.0088,0,443.4,100,✅ No Action,Low churn risk — customer is stable,
3834,70.1,57,High Value,0.0093,1,420.6,100,✅ No Action,Low churn risk — customer is stable,
3679,20.1,1,Low Value,0.8514,1,462.3,30,💌 Low Priority — Send retention voucher,CLV ($462.3) > Retention Cost ($30) → ROI = $432.3,432.3
3762,49.0,15,Low Value,0.8128,0,441.0,30,💌 Low Priority — Send retention voucher,CLV ($441.0) > Retention Cost ($30) → ROI = $411.0,411.0
6740,79.2,40,Low Value,0.7299,1,475.2,30,💌 Low Priority — Send retention voucher,CLV ($475.2) > Retention Cost ($30) → ROI = $445.2,445.2
2899,53.95,71,Mid Value,0.0032,0,323.7,60,✅ No Action,Low churn risk — customer is stable,
6727,45.3,13,Low Value,0.729,0,498.3,30,💌 Low Priority — Send retention voucher,CLV ($498.3) > Retention Cost ($30) → ROI = $468.3,468.3
4267,91.15,72,High Value,0.0018,0,546.9,100,✅ No Action,Low churn risk — customer is stable,
3449,95.7,52,High Value,0.1082,0,574.2,100,✅ No Action,Low churn risk — customer is stable,
6872,81.15,63,High Value,0.0059,0,486.9,100,✅ No Action,Low churn risk — customer is stable,
3781,19.1,29,Mid Value,0.0007,0,114.6,60,✅ No Action,Low churn risk — customer is stable,
2604,100.55,29,Low Value,0.2181,0,603.3,30,✅ No Action,Low churn risk — customer is stable,
1878,20.75,3,Low Value,0.1541,0,435.75,30,✅ No Action,Low churn risk — customer is stable,
2999,20.6,19,Low Value,0.0258,0,103.0,30,✅ No Action,Low churn risk — customer is stable,
6181,99.9,61,High Value,0.6072,0,599.4,100,📞 High Priority — Personal call + 20% discount,CLV ($599.4) > Retention Cost ($100) → ROI = $499.4,499.4
3658,54.25,10,Low Value,0.4749,0,759.5,30,✅ No Action,Low churn risk — customer is stable,
4838,109.7,67,High Value,0.3007,0,658.2,100,✅ No Action,Low churn risk — customer is stable,
1104,19.55,42,Mid Value,0.0072,0,117.3,60,✅ No Action,Low churn risk — customer is stable,
5706,75.7,1,Low Value,0.9502,1,1741.1,30,💌 Low Priority — Send retention voucher,CLV ($1741.1) > Retention Cost ($30) → ROI = $1711.1,1711.1
2350,84.0,5,Low Value,0.9215,0,1596.0,30,💌 Low Priority — Send retention voucher,CLV ($1596.0) > Retention Cost ($30) → ROI = $1566.0,1566.0
5642,19.5,20,Mid Value,0.0088,0,78.0,60,✅ No Action,Low churn risk — customer is stable,
2517,69.5,1,Low Value,0.9637,1,1598.5,30,💌 Low Priority — Send retention voucher,CLV ($1598.5) > Retention Cost ($30) → ROI = $1568.5,1568.5
4705,78.95,6,Low Value,0.779,0,1421.1,30,💌 Low Priority — Send retention voucher,CLV ($1421.1) > Retention Cost ($30) → ROI = $1391.1,1391.1
38,106.35,34,Low Value,0.8604,1,638.1,30,💌 Low Priority — Send retention voucher,CLV ($638.1) > Retention Cost ($30) → ROI = $608.1,608.1
1975,19.6,21,Mid Value,0.0065,0,58.8,60,✅ No Action,Low churn risk — customer is stable,
603,108.65,46,High Value,0.6951,0,651.9,100,📞 High Priority — Personal call + 20% discount,CLV ($651.9) > Retention Cost ($100) → ROI = $551.9,551.9
2305,97.7,34,Low Value,0.3525,0,586.2,30,✅ No Action,Low churn risk — customer is stable,
6779,45.0,29,Low Value,0.2651,0,270.0,30,✅ No Action,Low churn risk — customer is stable,
4932,80.65,27,Low Value,0.0612,0,483.9,30,✅ No Action,Low churn risk — customer is stable,
849,89.8,72,High Value,0.001,0,538.8,100,✅ No Action,Low churn risk — customer is stable,
3720,54.55,42,Low Value,0.2224,0,327.3,30,✅ No Action,Low churn risk — customer is stable,
126,78.05,27,Low Value,0.841,1,468.3,30,💌 Low Priority — Send retention voucher,CLV ($468.3) > Retention Cost ($30) → ROI = $438.3,438.3
4415,66.1,66,High Value,0.027,0,396.6,100,✅ No Action,Low churn risk — customer is stable,
4638,75.55,2,Low Value,0.7209,1,1662.1,30,💌 Low Priority — Send retention voucher,CLV ($1662.1) > Retention Cost ($30) → ROI = $1632.1,1632.1
3550,96.2,32,Low Value,0.223,1,577.2,30,✅ No Action,Low churn risk — customer is stable,
3006,74.95,14,Low Value,0.7786,1,749.5,30,💌 Low Priority — Send retention voucher,CLV ($749.5) > Retention Cost ($30) → ROI = $719.5,719.5
3907,89.95,19,Low Value,0.2376,0,449.75,30,✅ No Action,Low churn risk — customer is stable,
4870,64.4,48,High Value,0.0501,0,386.4,100,✅ No Action,Low churn risk — customer is stable,
3845,73.9,4,Low Value,0.6807,1,1478.0,30,💌 Low Priority — Send retention voucher,CLV ($1478.0) > Retention Cost ($30) → ROI = $1448.0,1448.0
262,89.85,57,High Value,0.1278,0,539.1,100,✅ No Action,Low churn risk — customer is stable,
4871,75.2,58,High Value,0.0309,0,451.2,100,✅ No Action,Low churn risk — customer is stable,
6902,68.45,56,High Value,0.0978,0,410.7,100,✅ No Action,Low churn risk — customer is stable,
192,19.75,69,Mid Value,0.0031,0,118.5,60,✅ No Action,Low churn risk — customer is stable,
6220,53.7,10,Mid Value,0.0043,0,751.8,60,✅ No Action,Low churn risk — customer is stable,
3306,80.0,3,Low Value,0.6487,0,1680.0,30,💌 Low Priority — Send retention voucher,CLV ($1680.0) > Retention Cost ($30) → ROI = $1650.0,1650.0
1798,26.2,35,Mid Value,0.0373,0,157.2,60,✅ No Action,Low churn risk — customer is stable,
3371,19.25,11,Low Value,0.035,1,250.25,30,✅ No Action,Low churn risk — customer is stable,
1517,100.55,56,High Value,0.694,0,603.3,100,📞 High Priority — Personal call + 20% discount,CLV ($603.3) > Retention Cost ($100) → ROI = $503.3,503.3
4438,24.95,51,Mid Value,0.0092,0,149.7,60,✅ No Action,Low churn risk — customer is stable,
4912,90.85,36,Low Value,0.415,1,545.1,30,✅ No Action,Low churn risk — customer is stable,
3242,20.45,5,Mid Value,0.0048,0,388.55,60,✅ No Action,Low churn risk — customer is stable,
2993,20.4,1,Mid Value,0.01,0,469.2,60,✅ No Action,Low churn risk — customer is stable,
2168,74.4,7,Low Value,0.8375,1,1264.8,30,💌 Low Priority — Send retention voucher,CLV ($1264.8) > Retention Cost ($30) → ROI = $1234.8,1234.8
6637,53.65,69,High Value,0.013,0,321.9,100,✅ No Action,Low churn risk — customer is stable,
4078,67.5,22,Low Value,0.0791,1,135.0,30,✅ No Action,Low churn risk — customer is stable,
6655,24.2,63,Mid Value,0.0018,0,145.2,60,✅ No Action,Low churn risk — customer is stable,
3711,75.75,55,High Value,0.0195,0,454.5,100,✅ No Action,Low churn risk — customer is stable,
3960,57.55,3,Low Value,0.5346,0,1208.55,30,💌 Low Priority — Send retention voucher,CLV ($1208.55) > Retention Cost ($30) → ROI = $1178.55,1178.55
904,81.35,67,High Value,0.0163,0,488.1,100,✅ No Action,Low churn risk — customer is stable,
4898,25.25,3,Low Value,0.6425,1,530.25,30,💌 Low Priority — Send retention voucher,CLV ($530.25) > Retention Cost ($30) → ROI = $500.25,500.25
128,19.75,1,Low Value,0.7058,0,454.25,30,💌 Low Priority — Send retention voucher,CLV ($454.25) > Retention Cost ($30) → ROI = $424.25,424.25
3726,89.05,16,Low Value,0.0944,1,712.4,30,✅ No Action,Low churn risk — customer is stable,
4186,104.05,62,High Value,0.0629,0,624.3,100,✅ No Action,Low churn risk — customer is stable,
5222,65.5,8,Low Value,0.1723,0,1048.0,30,✅ No Action,Low churn risk — customer is stable,
3703,20.1,9,Mid Value,0.0471,0,301.5,60,✅ No Action,Low churn risk — customer is stable,
5311,19.5,6,Low Value,0.2973,1,351.0,30,✅ No Action,Low churn risk — customer is stable,
4017,59.0,28,Low Value,0.019,0,354.0,30,✅ No Action,Low churn risk — customer is stable,
6490,19.4,26,Mid Value,0.0036,0,116.4,60,✅ No Action,Low churn risk — customer is stable,
2222,101.15,38,Low Value,0.5533,0,606.9,30,💌 Low Priority — Send retention voucher,CLV ($606.9) > Retention Cost ($30) → ROI = $576.9,576.9
5415,50.3,18,Low Value,0.6881,0,301.8,30,💌 Low Priority — Send retention voucher,CLV ($301.8) > Retention Cost ($30) → ROI = $271.8,271.8
2962,31.0,3,Low Value,0.4408,1,651.0,30,✅ No Action,Low churn risk — customer is stable,
5631,25.0,3,Low Value,0.3188,0,525.0,30,✅ No Action,Low churn risk — customer is stable,
6577,72.95,70,High Value,0.0245,0,437.7,100,✅ No Action,Low churn risk — customer is stable,
6429,69.35,67,High Value,0.1885,0,416.1,100,✅ No Action,Low churn risk — customer is stable,
3982,24.35,71,Mid Value,0.0005,0,146.1,60,✅ No Action,Low churn risk — customer is stable,
1893,69.1,16,Low Value,0.2077,0,552.8,30,✅ No Action,Low churn risk — customer is stable,
5302,65.5,10,Low Value,0.1082,0,917.0,30,✅ No Action,Low churn risk — customer is stable,
383,90.85,1,Low Value,0.9757,1,2089.55,30,💌 Low Priority — Send retention voucher,CLV ($2089.55) > Retention Cost ($30) → ROI = $2059.55,2059.55
3227,56.3,12,Low Value,0.1687,0,675.6,30,✅ No Action,Low churn risk — customer is stable,
6137,53.85,5,Low Value,0.3572,1,1023.15,30,✅ No Action,Low churn risk — customer is stable,
5105,99.2,40,High Value,0.2057,1,595.2,100,✅ No Action,Low churn risk — customer is stable,
277,64.95,21,Low Value,0.0506,0,194.85,30,✅ No Action,Low churn risk — customer is stable,
3936,68.25,9,Low Value,0.0816,0,1023.75,30,✅ No Action,Low churn risk — customer is stable,
5029,50.3,7,Low Value,0.1557,0,855.1,30,✅ No Action,Low churn risk — customer is stable,
2558,20.05,38,Mid Value,0.009,0,120.3,60,✅ No Action,Low churn risk — customer is stable,
6434,50.5,1,Low Value,0.9412,1,1161.5,30,💌 Low Priority — Send retention voucher,CLV ($1161.5) > Retention Cost ($30) → ROI = $1131.5,1131.5
2447,74.9,7,Low Value,0.6134,0,1273.3,30,💌 Low Priority — Send retention voucher,CLV ($1273.3) > Retention Cost ($30) → ROI = $1243.3,1243.3
4862,70.95,2,Low Value,0.6204,1,1560.9,30,💌 Low Priority — Send retention voucher,CLV ($1560.9) > Retention Cost ($30) → ROI = $1530.9,1530.9
3401,19.55,56,Mid Value,0.3013,0,117.3,60,✅ No Action,Low churn risk — customer is stable,
4355,50.35,6,Low Value,0.443,0,906.3,30,✅ No Action,Low churn risk — customer is stable,
1768,58.55,63,High Value,0.016,0,351.3,100,✅ No Action,Low churn risk — customer is stable,
2508,110.5,64,High Value,0.0958,0,663.0,100,✅ No Action,Low churn risk — customer is stable,
3955,45.9,29,Low Value,0.4205,0,275.4,30,✅ No Action,Low churn risk — customer is stable,
717,85.65,32,Low Value,0.4452,0,513.9,30,✅ No Action,Low churn risk — customer is stable,
3346,84.05,2,Low Value,0.9782,0,1849.1,30,💌 Low Priority — Send retention voucher,CLV ($1849.1) > Retention Cost ($30) → ROI = $1819.1,1819.1
1171,94.4,60,High Value,0.4466,1,566.4,100,✅ No Action,Low churn risk — customer is stable,
4630,65.05,22,Low Value,0.1786,0,130.1,30,✅ No Action,Low churn risk — customer is stable,
1703,35.65,11,Low Value,0.3259,0,463.45,30,✅ No Action,Low churn risk — customer is stable,
2457,90.65,57,High Value,0.1096,0,543.9,100,✅ No Action,Low churn risk — customer is stable,
3350,44.15,1,Low Value,0.5505,1,1015.45,30,💌 Low Priority — Send retention voucher,CLV ($1015.45) > Retention Cost ($30) → ROI = $985.45,985.45
5149,19.2,62,Mid Value,0.0129,0,115.2,60,✅ No Action,Low churn risk — customer is stable,
2012,98.75,47,High Value,0.8157,1,592.5,100,📞 High Priority — Personal call + 20% discount,CLV ($592.5) > Retention Cost ($100) → ROI = $492.5,492.5
265,88.1,61,High Value,0.0035,0,528.6,100,✅ No Action,Low churn risk — customer is stable,
1206,70.15,3,Low Value,0.7266,0,1473.15,30,💌 Low Priority — Send retention voucher,CLV ($1473.15) > Retention Cost ($30) → ROI = $1443.15,1443.15
2763,81.05,64,High Value,0.0233,0,486.3,100,✅ No Action,Low churn risk — customer is stable,
3822,94.05,6,Low Value,0.9827,0,1692.9,30,💌 Low Priority — Send retention voucher,CLV ($1692.9) > Retention Cost ($30) → ROI = $1662.9,1662.9
2550,20.05,56,Mid Value,0.0175,0,120.3,60,✅ No Action,Low churn risk — customer is stable,
5122,49.85,27,Low Value,0.038,0,299.1,30,✅ No Action,Low churn risk — customer is stable,
4521,45.55,46,Low Value,0.5049,0,273.3,30,💌 Low Priority — Send retention voucher,CLV ($273.3) > Retention Cost ($30) → ROI = $243.3,243.3
1834,45.1,1,Low Value,0.7205,1,1037.3,30,💌 Low Priority — Send retention voucher,CLV ($1037.3) > Retention Cost ($30) → ROI = $1007.3,1007.3
3708,20.4,11,Mid Value,0.003,0,265.2,60,✅ No Action,Low churn risk — customer is stable,
1114,98.85,32,Low Value,0.6193,0,593.1,30,💌 Low Priority — Send retention voucher,CLV ($593.1) > Retention Cost ($30) → ROI = $563.1,563.1
3081,77.85,4,Low Value,0.9382,1,1557.0,30,💌 Low Priority — Send retention voucher,CLV ($1557.0) > Retention Cost ($30) → ROI = $1527.0,1527.0
5871,55.65,24,Low Value,0.0471,1,333.9,30,✅ No Action,Low churn risk — customer is stable,
5999,108.95,35,High Value,0.4574,0,653.7,100,✅ No Action,Low churn risk — customer is stable,
3534,105.2,46,High Value,0.1438,1,631.2,100,✅ No Action,Low churn risk — customer is stable,
4640,70.0,1,Low Value,0.7977,1,1610.0,30,💌 Low Priority — Send retention voucher,CLV ($1610.0) > Retention Cost ($30) → ROI = $1580.0,1580.0
5102,110.15,72,High Value,0.0102,0,660.9,100,✅ No Action,Low churn risk — customer is stable,
7023,103.5,63,High Value,0.518,0,621.0,100,📞 High Priority — Personal call + 20% discount,CLV ($621.0) > Retention Cost ($100) → ROI = $521.0,521.0
4393,86.5,21,Low Value,0.5648,1,259.5,30,💌 Low Priority — Send retention voucher,CLV ($259.5) > Retention Cost ($30) → ROI = $229.5,229.5
6985,40.2,37,Mid Value,0.0111,0,241.2,60,✅ No Action,Low churn risk — customer is stable,
5433,100.9,55,High Value,0.1288,0,605.4,100,✅ No Action,Low churn risk — customer is stable,
6603,66.6,14,Low Value,0.2125,0,666.0,30,✅ No Action,Low churn risk — customer is stable,
5838,71.85,53,Low Value,0.0428,0,431.1,30,✅ No Action,Low churn risk — customer is stable,
2181,84.15,50,High Value,0.0462,0,504.9,100,✅ No Action,Low churn risk — customer is stable,
1630,102.6,38,Low Value,0.8012,0,615.6,30,💌 Low Priority — Send retention voucher,CLV ($615.6) > Retention Cost ($30) → ROI = $585.6,585.6
4448,99.7,30,Low Value,0.7808,1,598.2,30,💌 Low Priority — Send retention voucher,CLV ($598.2) > Retention Cost ($30) → ROI = $568.2,568.2
5507,59.9,28,Low Value,0.1576,0,359.4,30,✅ No Action,Low churn risk — customer is stable,
5884,59.9,46,High Value,0.1436,1,359.4,100,✅ No Action,Low churn risk — customer is stable,
7000,20.55,67,Mid Value,0.0075,0,123.3,60,✅ No Action,Low churn risk — customer is stable,
1861,45.95,1,Low Value,0.8007,1,1056.85,30,💌 Low Priority — Send retention voucher,CLV ($1056.85) > Retention Cost ($30) → ROI = $1026.85,1026.85
4100,19.8,50,Mid Value,0.018,0,118.8,60,✅ No Action,Low churn risk — customer is stable,
5379,98.0,56,High Value,0.4331,0,588.0,100,✅ No Action,Low churn risk — customer is stable,
6107,19.95,1,Low Value,0.7429,0,458.85,30,💌 Low Priority — Send retention voucher,CLV ($458.85) > Retention Cost ($30) → ROI = $428.85,428.85
4603,35.1,3,Low Value,0.5133,0,737.1,30,💌 Low Priority — Send retention voucher,CLV ($737.1) > Retention Cost ($30) → ROI = $707.1,707.1
2816,109.55,72,High Value,0.0307,0,657.3,100,✅ No Action,Low churn risk — customer is stable,
2894,60.35,48,High Value,0.104,1,362.1,100,✅ No Action,Low churn risk — customer is stable,
4750,39.55,9,Low Value,0.3948,0,593.25,30,✅ No Action,Low churn risk — customer is stable,
3162,69.6,19,Low Value,0.145,0,348.0,30,✅ No Action,Low churn risk — customer is stable,
3088,81.0,46,High Value,0.0048,0,486.0,100,✅ No Action,Low churn risk — customer is stable,
560,107.25,56,High Value,0.216,0,643.5,100,✅ No Action,Low churn risk — customer is stable,
701,83.15,35,Low Value,0.8697,0,498.9,30,💌 Low Priority — Send retention voucher,CLV ($498.9) > Retention Cost ($30) → ROI = $468.9,468.9
5789,19.8,25,Mid Value,0.0059,0,118.8,60,✅ No Action,Low churn risk — customer is stable,
3064,68.65,21,Low Value,0.5556,0,205.95,30,💌 Low Priority — Send retention voucher,CLV ($205.95) > Retention Cost ($30) → ROI = $175.95,175.95
3649,25.35,71,Mid Value,0.0017,0,152.1,60,✅ No Action,Low churn risk — customer is stable,
5826,79.35,1,Low Value,0.9754,1,1825.05,30,💌 Low Priority — Send retention voucher,CLV ($1825.05) > Retention Cost ($30) → ROI = $1795.05,1795.05
1292,84.5,62,High Value,0.0071,0,507.0,100,✅ No Action,Low churn risk — customer is stable,
2522,78.75,53,High Value,0.0235,0,472.5,100,✅ No Action,Low churn risk — customer is stable,
6362,74.9,2,Low Value,0.8171,0,1647.8,30,💌 Low Priority — Send retention voucher,CLV ($1647.8) > Retention Cost ($30) → ROI = $1617.8,1617.8
2254,93.05,72,High Value,0.0037,0,558.3,100,✅ No Action,Low churn risk — customer is stable,
3632,79.65,24,Low Value,0.3166,0,477.9,30,✅ No Action,Low churn risk — customer is stable,
6184,55.7,41,Low Value,0.0561,0,334.2,30,✅ No Action,Low churn risk — customer is stable,
4678,94.2,2,Low Value,0.9635,1,2072.4,30,💌 Low Priority — Send retention voucher,CLV ($2072.4) > Retention Cost ($30) → ROI = $2042.4,2042.4
4556,67.75,2,Low Value,0.795,1,1490.5,30,💌 Low Priority — Send retention voucher,CLV ($1490.5) > Retention Cost ($30) → ROI = $1460.5,1460.5
4121,95.55,27,Low Value,0.649,1,573.3,30,💌 Low Priority — Send retention voucher,CLV ($573.3) > Retention Cost ($30) → ROI = $543.3,543.3
3411,101.9,53,High Value,0.5643,1,611.4,100,📞 High Priority — Personal call + 20% discount,CLV ($611.4) > Retention Cost ($100) → ROI = $511.4,511.4
2244,64.4,34,Low Value,0.073,1,386.4,30,✅ No Action,Low churn risk — customer is stable,
5905,85.0,1,Low Value,0.9227,0,1955.0,30,💌 Low Priority — Send retention voucher,CLV ($1955.0) > Retention Cost ($30) → ROI = $1925.0,1925.0
2460,19.55,48,Mid Value,0.0082,0,117.3,60,✅ No Action,Low churn risk — customer is stable,
7008,75.05,3,Low Value,0.8451,1,1576.05,30,💌 Low Priority — Send retention voucher,CLV ($1576.05) > Retention Cost ($30) → ROI = $1546.05,1546.05
2221,64.05,71,High Value,0.0024,0,384.3,100,✅ No Action,Low churn risk — customer is stable,
2978,85.95,24,Low Value,0.1838,0,515.7,30,✅ No Action,Low churn risk — customer is stable,
517,70.05,5,Low Value,0.5882,0,1330.95,30,💌 Low Priority — Send retention voucher,CLV ($1330.95) > Retention Cost ($30) → ROI = $1300.95,1300.95
4343,75.75,8,Low Value,0.6676,1,1212.0,30,💌 Low Priority — Send retention voucher,CLV ($1212.0) > Retention Cost ($30) → ROI = $1182.0,1182.0
6954,19.8,15,Low Value,0.1836,0,178.2,30,✅ No Action,Low churn risk — customer is stable,
1595,74.7,2,Low Value,0.2451,1,1643.4,30,✅ No Action,Low churn risk — customer is stable,
2565,25.0,13,Mid Value,0.0159,0,275.0,60,✅ No Action,Low churn risk — customer is stable,
1631,85.35,17,Low Value,0.3721,1,597.45,30,✅ No Action,Low churn risk — customer is stable,
2964,58.35,24,Low Value,0.2201,0,350.1,30,✅ No Action,Low churn risk — customer is stable,
6584,20.55,50,Mid Value,0.0084,0,123.3,60,✅ No Action,Low churn risk — customer is stable,
2791,74.35,57,High Value,0.021,0,446.1,100,✅ No Action,Low churn risk — customer is stable,
6864,25.3,3,Low Value,0.7165,1,531.3,30,💌 Low Priority — Send retention voucher,CLV ($531.3) > Retention Cost ($30) → ROI = $501.3,501.3
3463,91.15,37,Low Value,0.3562,0,546.9,30,✅ No Action,Low churn risk — customer is stable,
6309,25.6,71,Mid Value,0.0024,0,153.6,60,✅ No Action,Low churn risk — customer is stable,
699,66.5,72,High Value,0.0127,0,399.0,100,✅ No Action,Low churn risk — customer is stable,
4693,25.6,52,Mid Value,0.0229,0,153.6,60,✅ No Action,Low churn risk — customer is stable,
5661,19.85,4,Low Value,0.4049,0,397.0,30,✅ No Action,Low churn risk — customer is stable,
3628,69.5,9,Low Value,0.2472,0,1042.5,30,✅ No Action,Low churn risk — customer is stable,
5627,74.85,7,Low Value,0.8349,0,1272.45,30,💌 Low Priority — Send retention voucher,CLV ($1272.45) > Retention Cost ($30) → ROI = $1242.45,1242.45
6315,70.1,48,High Value,0.0346,0,420.6,100,✅ No Action,Low churn risk — customer is stable,
